[20, 500274, 249789, 124764, 62035, 30194, 14690, 7022, 3276, 1469, 759, 379, 292, 255, 255, 227, 217, 256, 223, 250, 254, 239, 198, 218, 236, 223, 216, 219, 222, 238, 222, 192, 193, 171, 152, 66, 59, 27, 20, 5, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500037, 249896, 124867, 62329, 30848, 15098, 7289, 3513, 1590, 807, 371, 228, 170, 161, 147, 132, 154, 138, 148, 157, 143, 132, 115, 155, 146, 124, 130, 120, 137, 142, 126, 102, 109, 101, 55, 47, 16, 12, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500763, 250101, 124644, 62294, 30704, 15294, 7430, 3710, 1695, 809, 400, 207, 110, 114, 109, 75, 83, 88, 91, 85, 88, 86, 79, 80, 85, 86, 74, 71, 90, 75, 66, 77, 49, 74, 40, 36, 16, 14, 3, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500675, 249659, 125008, 62593, 30879, 15307, 7654, 3729, 1761, 860, 429, 199, 105, 76, 61, 61, 55, 45, 51, 53, 55, 53, 50, 49, 52, 44, 55, 43, 52, 43, 37, 42, 28, 40, 38, 22, 14, 14, 5, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500235, 250739, 124154, 62395, 31318, 15453, 7718, 3821, 1837, 856, 432, 222, 107, 65, 36, 34, 29, 31, 43, 21, 26, 36, 32, 25, 31, 27, 31, 33, 22, 32, 26, 23, 19, 23, 29, 12, 14, 6, 3, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500002, 250542, 124681, 62533, 31186, 15416, 7710, 3835, 1886, 905, 462, 221, 120, 62, 31, 17, 27, 19, 18, 14, 18, 22, 22, 23, 15, 19, 15, 19, 14, 19, 14, 18, 23, 15, 21, 12, 8, 7, 5, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499708, 250268, 125018, 62436, 31174, 15730, 7718, 3805, 1951, 1006, 457, 223, 122, 65, 32, 14, 16, 13, 12, 13, 13, 15, 16, 16, 10, 13, 16, 13, 7, 7, 12, 15, 12, 10, 14, 10, 7, 4, 2, 3, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499454, 250375, 124698, 62766, 31133, 15869, 7797, 3875, 1906, 1012, 497, 210, 130, 58, 30, 18, 11, 8, 4, 6, 6, 7, 9, 13, 7, 9, 8, 7, 9, 5, 6, 9, 7, 9, 9, 8, 3, 3, 2, 2, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499244, 250493, 124946, 62351, 31472, 15597, 7881, 4005, 1942, 1003, 508, 222, 113, 73, 27, 18, 6, 3, 0, 6, 3, 4, 4, 4, 5, 5, 9, 6, 5, 4, 3, 7, 3, 5, 7, 5, 4, 1, 2, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499299, 250457, 125118, 62344, 31467, 15536, 7885, 3963, 1920, 984, 507, 224, 109, 61, 31, 19, 10, 3, 1, 4, 1, 2, 4, 5, 1, 2, 5, 4, 2, 5, 3, 4, 3, 3, 2, 1, 5, 2, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499622, 250481, 124846, 62243, 31326, 15763, 7785, 3988, 1970, 995, 467, 246, 115, 53, 33, 13, 11, 4, 1, 3, 1, 0, 2, 5, 0, 0, 4, 4, 1, 1, 3, 0, 4, 0, 2, 1, 3, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499240, 251110, 124769, 62303, 31203, 15754, 7783, 3914, 1968, 978, 498, 226, 113, 57, 26, 19, 11, 3, 1, 2, 0, 0, 0, 2, 5, 0, 2, 2, 1, 0, 1, 0, 4, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500492, 249681, 124957, 62382, 31241, 15610, 7835, 3887, 1969, 968, 486, 246, 118, 64, 21, 9, 16, 3, 1, 0, 0, 0, 0, 1, 1, 0, 1, 3, 0, 1, 0, 0, 2, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499635, 250265, 125101, 62490, 31363, 15706, 7762, 3765, 1960, 971, 504, 219, 123, 71, 27, 11, 9, 7, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499515, 250493, 125223, 61983, 31442, 15755, 7881, 3805, 1947, 990, 483, 239, 104, 67, 32, 16, 8, 9, 1, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499709, 249968, 125210, 62691, 31002, 15719, 7850, 3955, 1917, 985, 511, 225, 128, 61, 35, 11, 7, 9, 3, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500189, 249941, 125069, 62443, 31225, 15466, 7899, 3867, 1992, 926, 489, 246, 129, 49, 34, 16, 5, 7, 3, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499667, 250752, 125207, 62170, 31253, 15412, 7771, 3850, 2012, 945, 467, 258, 125, 58, 22, 13, 9, 5, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500157, 250640, 124916, 62109, 31267, 15479, 7650, 3877, 2025, 948, 466, 233, 118, 65, 24, 10, 9, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499638, 250168, 125323, 62540, 31488, 15427, 7710, 3772, 2047, 920, 489, 250, 125, 50, 27, 11, 4, 7, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499804, 250112, 125279, 62600, 31168, 15502, 7878, 3738, 1977, 960, 484, 253, 133, 60, 29, 14, 3, 2, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499224, 249907, 125621, 62798, 31420, 15541, 7781, 3828, 1923, 992, 483, 243, 128, 57, 33, 10, 4, 3, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500232, 249504, 124703, 62669, 31773, 15546, 7852, 3866, 1888, 1003, 485, 243, 120, 60, 31, 11, 5, 5, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500432, 249654, 124831, 62420, 31293, 15577, 7956, 3899, 2003, 988, 477, 224, 127, 68, 25, 13, 8, 1, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500326, 249942, 125080, 62130, 31050, 15833, 7793, 3988, 1862, 1039, 489, 228, 116, 65, 31, 16, 7, 2, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500354, 249802, 125089, 62295, 31132, 15574, 7944, 3927, 1899, 971, 513, 248, 122, 71, 29, 18, 7, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500026, 249964, 125029, 62530, 31160, 15557, 7834, 3986, 1964, 952, 502, 249, 114, 69, 39, 15, 7, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499824, 249769, 125366, 62395, 31369, 15524, 7944, 3878, 1965, 988, 499, 236, 114, 75, 32, 12, 6, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499636, 249719, 125657, 62398, 31088, 15656, 7944, 3904, 2006, 1004, 488, 251, 122, 70, 39, 6, 6, 3, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499729, 249809, 125256, 62703, 31100, 15589, 7805, 4015, 1965, 1001, 506, 257, 147, 62, 36, 9, 6, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500446, 249558, 124961, 62175, 31493, 15591, 7945, 3852, 1958, 999, 494, 265, 131, 76, 31, 17, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500213, 250013, 125038, 62158, 31341, 15651, 7884, 3861, 1905, 962, 450, 249, 156, 62, 33, 15, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499652, 250445, 124949, 62494, 31138, 15635, 7746, 4075, 1921, 959, 478, 232, 140, 90, 22, 12, 7, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500191, 249639, 125285, 62562, 31066, 15558, 7830, 3960, 1972, 932, 496, 240, 138, 73, 33, 15, 7, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499785, 249838, 125529, 62380, 31204, 15696, 7660, 4044, 1971, 925, 486, 230, 122, 70, 37, 14, 7, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499703, 249610, 125426, 62478, 31380, 15708, 7847, 3937, 1991, 976, 481, 226, 118, 61, 30, 18, 6, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499654, 249997, 125259, 62298, 31456, 15710, 7890, 3874, 1939, 996, 483, 207, 120, 63, 30, 13, 7, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499844, 249529, 125248, 62701, 31146, 16032, 7786, 3820, 2009, 962, 467, 235, 116, 46, 31, 15, 9, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499388, 250074, 125066, 62444, 31477, 15893, 7846, 3953, 1950, 949, 484, 260, 113, 52, 21, 13, 13, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500570, 249954, 124509, 62119, 31337, 15813, 7801, 4010, 1940, 944, 495, 271, 141, 50, 19, 11, 12, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499532, 250260, 125273, 61937, 31332, 15796, 7949, 3931, 2039, 951, 510, 242, 130, 66, 30, 13, 3, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499722, 250200, 125126, 62324, 31310, 15504, 7956, 3960, 1926, 974, 508, 234, 114, 73, 42, 15, 3, 6, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500489, 249759, 125051, 62115, 31107, 15817, 7791, 3913, 1990, 1001, 482, 231, 117, 66, 45, 13, 6, 5, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500453, 250346, 124683, 62094, 31208, 15434, 7824, 4018, 1924, 1038, 494, 231, 118, 60, 37, 19, 9, 7, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500453, 249947, 124836, 62482, 31217, 15549, 7630, 3951, 1898, 1044, 532, 224, 108, 58, 29, 24, 5, 8, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500299, 250156, 124861, 62367, 31302, 15529, 7703, 3913, 1886, 929, 562, 243, 121, 58, 37, 16, 9, 5, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500679, 249789, 124558, 62560, 31258, 15640, 7700, 3978, 1896, 946, 495, 263, 112, 65, 28, 17, 5, 6, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499647, 249905, 125274, 62886, 31088, 15530, 7754, 3966, 2058, 945, 481, 227, 124, 53, 30, 12, 9, 7, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499648, 250145, 125138, 62457, 31481, 15727, 7694, 3800, 1990, 974, 504, 217, 113, 62, 22, 13, 7, 5, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500304, 249217, 125022, 62656, 31631, 15591, 7814, 3808, 1967, 1023, 496, 236, 127, 67, 19, 7, 7, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500235, 249438, 124529, 62722, 31581, 15888, 7823, 3802, 1984, 1017, 517, 229, 124, 57, 30, 11, 7, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500210, 250188, 124317, 62393, 31268, 15804, 7998, 3833, 2000, 971, 519, 247, 122, 60, 39, 13, 10, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499920, 250660, 124479, 62604, 31080, 15617, 7835, 3928, 1911, 978, 487, 254, 128, 48, 37, 18, 7, 4, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500160, 249696, 125229, 62932, 30925, 15449, 7800, 3921, 1976, 932, 503, 244, 106, 65, 29, 15, 10, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499636, 249953, 125384, 62643, 31122, 15590, 7797, 3977, 1946, 959, 472, 270, 126, 70, 27, 12, 9, 2, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499649, 249541, 125516, 62944, 31108, 15561, 7908, 3898, 1963, 970, 459, 254, 128, 47, 29, 14, 3, 5, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 501039, 248691, 124733, 63162, 31044, 15730, 7806, 3927, 1999, 921, 488, 238, 128, 45, 25, 13, 6, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499976, 249710, 125152, 62544, 31468, 15600, 7842, 3857, 1996, 923, 479, 245, 112, 52, 21, 16, 5, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499349, 250602, 124925, 62396, 31514, 15557, 7960, 3891, 1962, 932, 450, 238, 122, 54, 26, 11, 4, 5, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499351, 249850, 125496, 62871, 31192, 15554, 7974, 3829, 2001, 918, 500, 228, 118, 63, 24, 15, 8, 6, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 500344, 249623, 124855, 62750, 31133, 15590, 7957, 3883, 1958, 994, 461, 242, 104, 52, 32, 7, 7, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 499812, 249307, 125126, 63014, 31301, 15705, 7986, 3878, 1940, 978, 495, 244, 112, 52, 31, 6, 7, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
